quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
4b4fee58-b142-4c0c-a9ff-ef3bf079203e	I know that (a/an) recliner is square as most or all other things similar to (a/an) recliner are square. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	4	1	https://piasommerauer.github.io/annotation	implied_category-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
52bbea84-f036-48a1-a8f1-68446090a179	``Recliner'' is one of the first things which come to mind when I hear ``square' because (a/an) recliner is a typical example of things which are square'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	4	1	https://piasommerauer.github.io/annotation	typical_of_property-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
22315a31-6ffc-4d92-b0d6-f2f25cfe1266	``Square'' is one for the first things which come to mind when I hear ``recliner' because square is one of the typical shapes of (a/an) recliner'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical weights of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	4	1	https://piasommerauer.github.io/annotation	typical_of_concept-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
65e66acd-572e-4ba5-b335-3e0a0aed3b4d	I know that being square is necessary for many things (a/an) recliner does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	4	1	https://piasommerauer.github.io/annotation	affording_activity-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
5d810776-62f2-4f7c-893a-ef7f58f1605e	You can find (a/an) recliner which is square. Square is one of a few possible shapes (a/an) recliner usually has. There is only a limited range of possible shapes.	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.	4	1	https://piasommerauer.github.io/annotation	variability_limited-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
6962fae0-19bb-43f6-b18e-fb7b4d3c7593	You can find (a/an) recliner which is square. Square is one of many possible shapes (a/an) recliner usually has. The range of shapes is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	4	1	https://piasommerauer.github.io/annotation	variability_open-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
5449ca07-cbb9-4d75-b47b-a62222565bc4	I could say (a/an) recliner is square, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://piasommerauer.github.io/annotation	creative-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
1c163c31-b434-451c-9d61-1c7edc28f40f	I think (a/an) recliner can be square, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	4	1	https://piasommerauer.github.io/annotation	rare-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
51365b9b-2380-4fbc-94eb-d50f176cef9a	Usually, (a/an) recliner is not square, but there could be a highly unusual situation in which (a/an) recliner is square.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	4	1	https://piasommerauer.github.io/annotation	unusual-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
2729e7e1-12b3-4222-8087-1e17978b3869	I think it is impossible for (a/an) recliner to be square.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	4	1	https://piasommerauer.github.io/annotation	impossible-square-recliner	Agree or disagree (run4-expert_inspection3-batch1-40-40)
53d32e67-a3b0-4b23-b84d-cc33efa62cae	I could say (a/an) leopard is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://piasommerauer.github.io/annotation	creative-yellow-leopard	Agree or disagree (run4-expert_inspection3-batch1-40-40)
0dac804c-0863-4c83-9677-29d89fb63886	I think (a/an) leopard can be yellow, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://piasommerauer.github.io/annotation	rare-yellow-leopard	Agree or disagree (run4-expert_inspection3-batch1-40-40)
49ece371-a0d7-4711-aedd-77c036ec82c3	Usually, (a/an) leopard is not yellow, but there could be a highly unusual situation in which (a/an) leopard is yellow.	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	4	1	https://piasommerauer.github.io/annotation	unusual-yellow-leopard	Agree or disagree (run4-expert_inspection3-batch1-40-40)
4a06ad74-f151-4c83-88e9-c4eedd0b9dd7	I think it is impossible for (a/an) leopard to be yellow.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://piasommerauer.github.io/annotation	impossible-yellow-leopard	Agree or disagree (run4-expert_inspection3-batch1-40-40)
2e983dad-26e2-4dd1-9912-984eb207beab	I know that (a/an) pen is round as most or all other things similar to (a/an) pen are round. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	4	1	https://piasommerauer.github.io/annotation	implied_category-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
9d207395-bda1-4c31-9727-2340c2c3c512	``Pen'' is one of the first things which come to mind when I hear ``round' because (a/an) pen is a typical example of things which are round'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	4	1	https://piasommerauer.github.io/annotation	typical_of_property-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
1712512a-9dd1-4a66-a363-a0ea6ff38d1a	``Round'' is one for the first things which come to mind when I hear ``pen' because round is one of the typical shapes of (a/an) pen'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	4	1	https://piasommerauer.github.io/annotation	typical_of_concept-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
5c16eb6f-1b19-4547-986c-19bf219d8e0d	I know that being round is necessary for many things (a/an) pen does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	4	1	https://piasommerauer.github.io/annotation	affording_activity-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
4aaf4e5e-388b-46ee-815b-51e22b7fe99a	You can find (a/an) pen which is round. Round is one of a few possible shapes (a/an) pen usually has. There is only a limited range of possible shapes.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	4	1	https://piasommerauer.github.io/annotation	variability_limited-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
b1b27814-fb5f-4ff5-8a7f-d5c0e67e42bc	You can find (a/an) pen which is round. Round is one of many possible shapes (a/an) pen usually has. The range of shapes is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	4	1	https://piasommerauer.github.io/annotation	variability_open-round-pen	Agree or disagree (run4-expert_inspection3-batch1-40-40)
